absalom_eventid,absalom_startdate,absalom_summary,absalom_chapter,absalom_y_narrated,absalom_y_hypothesized,absalom_y_narratedconsciousness,absalom_y_told,absalom_y_remembered,absalom_y_all,absalom_y_other,absalom_x_plot,absalom_x_story,absalom_textposition_plot,absalom_textposition_story,absalom_label,x_sutpen_plot,x_sutpen_story,y_sutpen,series_sutpen_plot,series_sutpen_story,sutpen_label,textposition_sutpen_plot,textposition_sutpen_story
16052,1869-08-12,Sutpen's death is told first from the <br> perspective of the Negro midwife who has <br> helped Milly Jones deliver the baby that <br> Sutpen comes to the fishing camp to <br> see; she hears Wash outside the camp <br> threatening Sutpen and runs away.  [SOURCE: Midwife],7,,,,463,,463,,485,463,,,,,,,,,,,
16053,1910-01-13,Shreve breaks into Quentin's story to ask <br> about Sutpen's words.  [SOURCE: Narrator],7,616,,,,,616,,486,616,,,,,,,,,,,
16054,1869-08-11,"After Shreve's interruption, Quentin resumes, abruptly, by <br> talking about what Wash did when his <br> granddaughter had her baby.  [SOURCE: Father, Quentin]",7,,,,457,,457,,487,457,,,,,,,,,,,
16055,1869-08-12,"While Wash waits for his granddaughter's delivery, <br> he thinks about how Sutpen's greatness is <br> the answer to all his questions, including <br> the South's defeat in the Civil War. <br>  [SOURCE: Father, Quentin]",7,,,,458,,458,,488,458,,,,,,,,,,,
16056,1869-08-12,"Sutpen rides up to the camp and <br> Wash takes the reins of his stallion. <br>  The words Sutpen speaks to his granddaughter <br> destroy the faith Wash has always had, <br> in Sutpen and the South; after losing <br> all sense of ""stability"" (231), he determines <br> to kill Sutpen.  [SOURCE: Father, Quentin]",7,,,,461,,461,,489,461,,,,,,,,,,,
16057,1910-01-13,Shreve again tries to interrupt Quentin's story <br> of Sutpen's death.  [SOURCE: Narrator],7,617,,,,,617,,490,617,,,,,,,,,,,
16058,1869-08-12,"Again after Shreve's interruption, Quentin's story resumes, <br> having skipped over the actual killing of <br> Sutpen to describe Wash's reflections on the <br> other side of his disillusionment.  As he imagines the ""men of Sutpen's <br> own kind"" who will be coming for <br> him, the same kind of men who <br> ""led the way"" for the South during <br> the Civil War, he now sees them <br> as symbols of admiration and ""instruments of <br> despair"" (232).  [SOURCE: Father, Quentin]",7,,,,464,,464,,491,464,,,,,,,,,,,
16059,1869-08-12,"When the Sheriff's posse surrounds the fishing <br> camp, Wash gently murders his granddaughter and <br> her new baby, then holding the scythe <br> with which he killed Sutpen, he charges <br> at the men outside.    [SOURCE: Father, Quentin, Major de Spain]",7,,,,469,,469,,492,469,,,,,,,,,,,
16060,1910-01-13,"Shreve again interrupts, before Quentin can describe <br> Wash's death, to again ask about Sutpen's <br> behavior.  [SOURCE: Narrator]",7,618,,,,,618,,493,618,,,,,,,,,,,
16061,1864-11-01,"Quentin reminds Shreve that when he visited <br> Grandfather during the Civil War, Sutpen said <br> that ""all I wanted was just a <br> son"" (234).  [SOURCE: Grandfather, Quentin]",7,,,,379,,379,,494,379,,,,,,,,,,,
16062,1910-01-13,"Quentin answers the question that Shreve has <br> been repeatedly asking by telling him that <br> Milly Jones' newborn baby ""was a girl"" <br> (234).  [SOURCE: Narrator]",7,619,,,,,619,,495,619,,,,,,,,,,,
16063,1910-01-13,"Outside the closed window in the dorm <br> room the quad is ""frozen and empty"" <br> (235).  [SOURCE: Narrator]",8,620,,,,,620,,496,620,,,,,,,,,,,
16064,1860-12-24,"According to Shreve, Sutpen tells Henry that <br> Bon cannot marry Judith ""because he is <br> your brother"" (235).  [SOURCE: Shreve]",8,,,,275,,275,,497,275,,,,,,,,,,,
16065,1910-01-13,"Although Quentin is ""the Southerner"" and Shreve <br> is not, the fact that they are <br> both young makes them ""both more or <br> less than twins,"" and links them to <br> Henry and Bon in the story they <br> are telling (236).  [SOURCE: Narrator]",8,621,,,,,621,,498,621,,,,,,,,,,,
16066,1860-12-24,"Paradoxically, the narrator describes how ""Quentin and <br> Shreve"" are ""one"" with the scene in <br> Sutpen's library even as he notes how <br> the picture they imagine of Judith and <br> Bon walking in the garden is impossible <br> (236).  [SOURCE: Narrator]",8,276,,,,,276,,499,276,,,,,,,,,,,
16067,1860-12-24,"Quentin and Shreve are one with Henry <br> and Bon as they ride away from <br> Sutpen's Hundred ""that December night and that <br> Christmas dawn"" (237).  [SOURCE: Narrator]",8,288,,,,,288,,500,288,,,,,,,,,,,
16068,1860-12-24,"Although Sutpen himself claims that Bon has <br> known all along about being related to <br> Henry and Judith, Shreve declares that he <br> was not aware of it.  [SOURCE: Shreve]",8,,,,281,,281,,501,281,,,,,,,,,,,
16069,1833-01-01,"Shreve describes Bon's upbringing from the perspective <br> of his mother, who is ""grooming him"" <br> all the time to get her revenge <br> on the man who ""cast [her] aside"" <br> (238).  [SOURCE: Shreve]",8,,,,45,,45,,502,45,,,,,,,,,,,
16070,1833-01-01,"Shreve describes Bon's childhood from the perspective <br> of the ""little boy"" who does not <br> know where he came from (238), or <br> the source of his mother's ""incomprehensible fury"" <br> (239).  [SOURCE: Shreve]",8,,,,44,,44,,503,44,,,,,,,,,,,
16071,1910-01-13,"Quentin and Shreve look at each other <br> ""searchingly"" in ""the tomblike air"" of their <br> dorm room (240).  [SOURCE: Narrator]",8,622,,,,,622,,504,622,,,,,,,,,,,
16072,1849-01-01,"Shreve describes Bon as a young man <br> aware that his mother ""was up to <br> something,"" but willing to go along for <br> the sake of money and the pleasure <br> it could buy (240).  [SOURCE: Shreve]",8,,,,138,,138,,505,138,,,,,,,,,,,
16073,1849-01-01,"Shreve introduces ""the lawyer"" into the story, <br> as the person who handles ""the money"" <br> that must pass between Bon and his <br> mother (240).  [SOURCE: Shreve]",8,,,,139,,139,,506,139,,,,,,,,,,,
16074,1833-01-01,"Shreve begins to develop the character of <br> ""that lawyer,"" focusing on his design: to <br> take financial advantage of the Sutpen story <br> (241).  [SOURCE: Shreve]",8,,,,46,,46,,507,46,,,,,,,,,,,
16075,1833-06-07,"Shreve imagines the lawyer re-telling the Sutpen <br> story as a series of financial memorandums <br> on the ""secret paper"" he keeps in <br> his office.  The lawyer's entries refer to: Sutpen acquiring <br> his land, his marriage to Ellen, the <br> birth of his son and then his <br> daughter.  All these are entered in terms to <br> the growing ""val[ue]"" of Sutpen's estate (241). <br>  [SOURCE: Shreve]",8,,,,62,,62,,508,62,,,,,,,,,,,
16076,1841-01-01,"Shreve imagines the lawyer pausing at the <br> thought of Sutpen's ""daughter,"" who seems to <br> suggest to him the way to recoup <br> the money that Bon is spending on <br> ""his whores"" (241).  Note: the chronological discrepancy here between Judith's <br> birth in 1841 and the age Bon <br> would have to be before going to <br> prostitutes (he was only 10 in 1841) <br> cannot be reconciled.  [SOURCE: Shreve]",8,,,,127,,127,,509,127,,,,,,,,,,,
16077,1855-01-01,"Shreve suggests the lawyer arranged for ""the <br> octoroon"" to be Bon's mistress, while sordidly <br> scheming how to make the most money <br> from the Sutpen story (242).  [SOURCE: Shreve]",8,,,,159,,159,,510,159,,,,,,,,,,,
16078,1910-01-13,"As the clock chimes midnight, Shreve and <br> Quentin seem to merge into one voice, <br> ""creating between them . . . people <br> who perhaps never existed anywhere"" (243).  [SOURCE: Narrator]",8,623,,,,,623,,511,623,,,,,,,,,,,
16079,1855-01-01,"The pattern of the relationship between the <br> lawyer and Bon's mother, who thinks they <br> are still searching for Sutpen's whereabouts, is <br> described.  [SOURCE: Shreve-Quentin]",8,,,,160,,160,,512,160,,,,,,,,,,,
16081,1855-01-01,In her New Orleans home Sutpen's first <br> wife burns to revenge herself on him. <br>  [SOURCE: Shreve-Quentin],8,,,,161,,161,,513,161,,,,,,,,,,,
16082,1855-01-01,"Bon grows old enough to recognize the <br> liminal place he occupies between his obsessed <br> mother and the ""hired lawyer,"" both of <br> whom see him as a means to <br> an end he does not himself see <br> (245).  [SOURCE: Shreve-Quentin]",8,,,,162,,162,,514,162,,,,,,,,,,,
16083,1859-09-01,"At age twenty-eight, Bon goes away to <br> college.  [SOURCE: Shreve-Quentin]",8,,,,183,,183,,515,183,,,,,,,,,,,
16084,1859-08-01,"""Maybe"" Bon's mother learned about ""the octoroon <br> and the child and the ceremony"" (246). <br>  Bon tells her ""It's not a bad <br> child"" (246), and seems indifferent to the <br> ""spot of negro blood"" (247).  [SOURCE: Shreve-Quentin]",8,,,,171,,171,,516,171,,,,,,,,,,,
16085,1859-08-01,"Bon says goodby to his mother, still <br> wondering what she is up to, and <br> how the lawyer is involved.  [SOURCE: Shreve-Quentin]",8,,,,172,,172,,517,172,,,,,,,,,,,
16086,1859-08-01,Bon's mother goes to the lawyer's office <br> and tells him her concerns about Bon's <br> relationship with the mistress.  The lawyer sees this as the opportunity <br> he has been waiting for.  [SOURCE: Shreve-Quentin],8,,,,173,,173,,518,173,,,,,,,,,,,
16087,1859-08-01,"Again working out the financial and genealogical <br> calculations he's been making about Sutpen's wealth, <br> the lawyer realizes that bringing Bon and <br> Henry together at the University of Mississippi <br> is ""Certain"" to accomplish his mercenary plan <br> (248).  [SOURCE: Shreve-Quentin]",8,,,,174,,174,,519,174,,,,,,,,,,,
16088,1859-08-01,"Shreve describes Bon agreeing to go off <br> to college, and letting his mother pack <br> his clothes.  [SOURCE: Shreve-Quentin]",8,,,,175,,175,,520,175,,,,,,,,,,,
16089,1859-08-02,Shreve describes Bon listening while the lawyer <br> describes the benefits of attending college.  [SOURCE: Shreve-Quentin],8,,,,176,,176,,521,176,,,,,,,,,,,
16090,1910-01-14,Quentin reminds Shreve that the University of <br> Mississippi is in Oxford.  [SOURCE: Narrator],8,624,,,,,624,,522,624,,,,,,,,,,,
16091,1859-08-02,Bon and the lawyer talk about studying <br> law at the University.  [SOURCE: Shreve-Quentin],8,,,,177,,177,,523,177,,,,,,,,,,,
16092,1859-08-03,"Shreve speculates that Bon doesn't say goodbye <br> to ""the octoroon"" before leaving for college <br> - in the context of men wanting <br> to escape from women.  [SOURCE: Shreve-Quentin]",8,,,,180,,180,,524,180,,,,,,,,,,,
16093,1859-08-04,"Bon boards the steamboat; reviewing ""Haiti,"" his <br> ""childhood,"" and his relationships with his mother <br> and the lawyer, he asks himself ""Why?"" <br> he is being sent to ""this particular"" <br> college (250).  [SOURCE: Shreve-Quentin]",8,,,,181,,181,,525,181,,,,,,,,,,,
16094,1859-10-01,"The narrative jumps forward to the moment <br> when Henry shows Bon the letter the <br> lawyer wrote, and Bon suddenly sees the <br> family resemblance between himself and Henry.  [SOURCE: Shreve-Quentin]",8,,,,193,,193,,526,193,,,,,,,,,,,
16095,1859-08-02,"Shreve describes the lawyer's realization that he <br> can use ""love"" to complete his scheme <br> to steal Sutpen's wealth.  [SOURCE: Shreve-Quentin]",8,,,,178,,178,,527,178,,,,,,,,,,,
16096,1859-08-02,Shreve's reconstruction of the text of the <br> letter of introduction that the lawyer writes <br> to Henry.  [SOURCE: Shreve-Quentin],8,,,,179,,179,,528,179,,,,,,,,,,,
16097,1859-09-10,"Shreve's account of a conversation between Henry <br> and Bon, in which over whiskey a <br> blushing Henry admits his longing for a <br> brother and his admiration for the older <br> Bon.  [SOURCE: Shreve-Quentin]",8,,,,190,,190,,529,190,,,,,,,,,,,
16098,1910-01-14,"The narrator introduces the story of the <br> relationship between Bon and Judith by referring <br> to the ""happy marriage of speaking and <br> hearing"" between Shreve and Quentin, as they <br> struggle to find the ""true,"" or at <br> least to ""fit the preconceived"" (253).  [SOURCE: Narrator]",8,625,,,,,625,,530,625,,,,,,,,,,,
16099,1859-09-15,"Shreve describes the relationship that grows up <br> between Bon and Henry.  While Henry apparently talks about his sister, <br> Bon's interest grows in his father - <br> ""the man who shaped both of us"" <br> (254).  [SOURCE: Shreve-Quentin]",8,,,,191,,191,,531,191,,,,,,,,,,,
16100,1859-12-01,"Bon accepts Henry's invitation to spend Christmas <br> at Sutpen's Hundred - not ""to see <br> the sister,"" but to seek recognition from <br> his father (255).   [SOURCE: Shreve-Quentin]",8,,,,194,,194,,532,194,,,,,,,,,,,
16101,1859-12-20,"Henry and Bon approach Sutpen's Hundred, Henry <br> talking about Judith and Bon growing more <br> and more silent.  [SOURCE: Shreve-Quentin]",8,,,,195,,195,,533,195,,,,,,,,,,,
16102,1859-12-25,"Bon comes ""face to face with the <br> man who might be his father,"" and <br> ""nothing"" happens (256).  [SOURCE: Shreve-Quentin]",8,,,,200,,200,,534,200,,,,,,,,,,,
16103,1859-12-25,"Bon stays at Sutpen's for ten days; <br> Ellen sees him as a perfect son-in-law. <br>  [SOURCE: Shreve-Quentin, Father]",8,,,,205,,205,,535,205,,,,,,,,,,,
16104,1859-12-25,"The narrative anticipates what happens to Ellen <br> after Bon and Henry ""disappear"" and ""war <br> and trouble and grief and bad food"" <br> fill her days (256).  [SOURCE: Shreve-Quentin]",8,,,,211,,211,,536,211,,,,,,,,,,,
16105,1859-12-25,Shreve wonders what Judith felt when she <br> saw Bon for the first time.  [SOURCE: Shreve-Quentin],8,,,,203,,203,,537,203,,,,,,,,,,,
16106,1860-01-03,"Bon rides away from Sutpen's Hundred not <br> having seen any sign of recognition from <br> his father and still asking himself ""Why?"" <br> (257).  [SOURCE: Shreve-Quentin]",8,,,,213,,213,,538,213,,,,,,,,,,,
16107,1910-01-14,"Shreve pauses the story, sensing Quentin is <br> about to interrupt him.  [SOURCE: Narrator]",8,626,,,,,626,,539,626,,,,,,,,,,,
16108,1859-12-25,Shreve describes Bon as too obsessed with <br> his quest for recognition from the father <br> to care about the meetings with Judith <br> that Ellen arranged.  [SOURCE: Shreve-Quentin],8,,,,207,,207,,540,207,,,,,,,,,,,
16109,1910-01-14,"Shreve's representation of Bon's relationship with Judith <br> does not satisfy Quentin's demand that ""love"" <br> have a place in the story (258). <br>  [SOURCE: Narrator]",8,627,,,,,627,,541,627,,,,,,,,,,,
16110,1860-03-01,"Shreve describes Bon's thoughts about Judith as <br> ""spring"" arrives, and speculates on what role <br> ""the possibility of incest"" might have played <br> in those thoughts (259).    [SOURCE: Shreve-Quentin]",8,,,,226,,226,,542,226,,,,,,,,,,,
16111,1910-01-14,"Shreve philosophizes about the meaning of incest <br> in the context of physical love; Quentin <br> responds, twice, by saying only ""I dont <br> know"" (259).  [SOURCE: Narrator]",8,628,,,,,628,,543,628,,,,,,,,,,,
16112,1859-09-25,"Shreve describes Bon's thoughts about Judith from <br> ""those three months between that September and <br> that Christmas"" to being back in school <br> the next spring (260); in this account, <br> he takes both Judith and even the <br> idea of incest for granted.  [SOURCE: Shreve-Quentin]",8,,,,192,,192,,544,192,,,,,,,,,,,
16113,1860-01-05,"While Henry thinks about Bon and Judith, <br> Bon's thoughts focus on his longing for <br> a sign from his father.    [SOURCE: Shreve-Quentin]",8,,,,216,,216,,545,216,,,,,,,,,,,
16114,1860-05-01,"Bon agrees to return to Sutpen's Hundred <br> with Henry, expecting that that will provoke <br> his father into giving him some kind <br> of sign.  [SOURCE: Shreve-Quentin]",8,,,,228,,228,,546,228,,,,,,,,,,,
16115,1860-06-01,"Bon rides back to Sutpen's in June, <br> thinking of who he will find there. <br>  [SOURCE: Shreve-Quentin]",8,,,,238,,238,,547,238,,,,,,,,,,,
16116,1909-06-01,"Shreve describes the ""Decoration Day"" ceremony in <br> the South ""fifty years"" after the June <br> in which Bon returns to Sutpen's Hundred, <br> after the Confederates had ""fought it and <br> lost it and come back home"" (262). <br>   [SOURCE: Shreve-Quentin]",8,,,,529,,529,,548,529,,,,,,,,,,,
16117,1860-06-02,"Shreve describes the ""Decoration Day"" ceremony in <br> the South ""fifty years"" after the June <br> in which Bon returns to Sutpen's Hundred, <br> after the Confederates had ""fought it and <br> lost it and come back home"" (262). <br>   [SOURCE: Shreve-Quentin]",8,,,,245,,245,,549,245,,,,,,,,,,,
16118,1910-01-14,"Quentin interrupts Shreve's account, noting that he <br> has not been talking about ""love"" (263). <br>  [SOURCE: Narrator]",8,629,,,,,629,,550,629,,,,,,,,,,,
16119,1860-06-01,"When Bon reaches Sutpen's Hundred, Sutpen himself <br> is gone; Ellen doesn't no where her <br> husband is, but Bon decides he has <br> gone ""there"" - to New Orleans - <br> ""to make sure"" - that Bon is <br> his son (263).  [SOURCE: Shreve-Quentin]",8,,,,239,,239,,551,239,,,,,,,,,,,
16120,1860-06-01,"Shreve imagines Bon imaging the scene in <br> New Orleans ""after almost thirty years"" between <br> his mother and Sutpen (263).  [SOURCE: Shreve-Quentin]",8,,240,,,,240,240,552,240,,,,,,,,,,,
16121,1860-06-01,Shreve imagines Bon's feelings while Ellen works <br> to bring him and Judith together.  [SOURCE: Shreve-Quentin],8,,,,241,,241,,553,241,,,,,,,,,,,
16122,1860-04-01,Shreve recalls what Mr. Compson told Quentin <br> about Ellen taking Judith to Memphis.  [SOURCE: Shreve-Quentin],8,,,,227,,227,,554,227,,,,,,,,,,,
16123,1860-06-01,Shreve imagines the different ways Judith and <br> Henry are thinking about the engagement during <br> Bon's visit.  [SOURCE: Shreve-Quentin],8,,,,242,,242,,555,242,,,,,,,,,,,
16124,1860-06-01,Shreve imagines Bon kissing Judith for the <br> first time.  [SOURCE: Shreve-Quentin],8,,,,243,,243,,556,243,,,,,,,,,,,
16125,1860-06-03,"Ellen's response to Bon's visit makes Judith <br> realize for ""the first time"" that Bon <br> had never proposed (264).  [SOURCE: Shreve-Quentin]",8,,,,256,,256,,557,256,,,,,,,,,,,
16126,1860-06-04,"On his way back to New Orleans, <br> Bon's thoughts are wholly occupied with the <br> question of Sutpen's behavior and his own <br> longing for recognition from him.  [SOURCE: Shreve-Quentin]",8,,,,257,,257,,558,257,,,,,,,,,,,
16127,1860-06-11,"Bon returns to New Orleans, and his <br> mother's behavior gives him no clue if <br> Sutpen had been there.  [SOURCE: Shreve-Quentin]",8,,,,261,,261,,559,261,,,,,,,,,,,
16128,1860-06-12,"Meeting with the lawyer again, Bon feels <br> certain that he has ""fathomed the lawyer's <br> design,"" but knows no more about his <br> father's actions (265).  [SOURCE: Shreve-Quentin]",8,,,,262,,262,,560,262,,,,,,,,,,,
16129,1861-06-01,"Shreve anticipates Bon's final meeting with the <br> lawyer, which he dates ""next summer, when <br> Henry would be with him"" (265).  Note: this date is incompatible with the <br> rest of the narrative, which makes it <br> clear that both Bon and Henry leave <br> New Orleans in ""the spring"" (94). [SOURCE: <br> Shreve-Quentin]",8,,,,337,,337,,561,337,,,,,,,,,,,
16130,1860-06-12,"Bon and the lawyer tell each other <br> ""nothing,"" just as Bon's mother's behavior tells <br> Bon nothing (265).  [SOURCE: Shreve-Quentin]",8,,,,263,,263,,562,263,,,,,,,,,,,
16131,1860-06-13,"When neither the lawyer nor his mother <br> mention it, Bon tells them that he <br> will go back to college.  [SOURCE: Shreve-Quentin]",8,,,,264,,264,,563,264,,,,,,,,,,,
16132,1860-09-01,"Back at school, Bon resumes writing Judith <br> - thinking that that may provoke Sutpen <br> to send him some kind of sign. <br>  [SOURCE: Shreve-Quentin]",8,,,,269,,269,,564,269,,,,,,,,,,,
16133,1860-12-01,"When Christmas comes, Bon again returns to <br> Sutpen's Hundred; when Sutpen is out, Bon <br> realizes he still doesn't know what he <br> is going to do.  [SOURCE: Shreve-Quentin]",8,,,,272,,272,,565,272,,,,,,,,,,,
16134,1860-12-24,"When Bon hears that Sutpen has sent <br> for Henry, he walks with Judith in <br> the garden.  [SOURCE: Shreve-Quentin]",8,,,,273,,273,,566,273,,,,,,,,,,,
16135,1860-12-24,"Shreve's perspective shifts briefly to Judith, disappointed <br> by Bon's behavior in the garden ""but <br> still unbowed"" (266).  [SOURCE: Shreve-Quentin]",8,,,,274,,274,,567,274,,,,,,,,,,,
16136,1860-12-24,"Shreve describes Bon sending Judith away, with <br> a pat on ""her behind,"" so he <br> can be ""alone to think about love"" <br> - but really to concentrate on what <br> is happening between Sutpen and Henry (266). <br>  [SOURCE: Shreve-Quentin]",8,,,,280,,280,,568,280,,,,,,,,,,,
16137,1860-12-24,"Without saying a word, Bon and Henry <br> go together to get ready to leave <br> Sutpen's Hundred.  [SOURCE: Shreve-Quentin]",8,,,,285,,285,,569,285,,,,,,,,,,,
16138,1860-12-24,"""Charles-Shreve and Quentin-Henry"" - the two young <br> men in Massachusetts become one with two <br> young men in Mississippi as they ride <br> away from Sutpen's ""through the dark . <br> . . of that Christmas eve"" (267). <br>  [SOURCE: Narrator]",8,287,,,,,287,,570,287,,,,,,,,,,,
16139,1860-12-24,"Henry realizes ""the secret of his whole <br> attitude toward Bon"" - that they are <br> half-brothers - and thinks Bon himself has <br> always known it (267).  [SOURCE: Narrator]",8,286,,,,,286,,571,286,,,,,,,,,,,
16140,1860-12-25,"Bon and Henry, Quentin and Shreve - <br> the four ride together away from Sutpen's, <br> completely estranged from the Christmas festivities around <br> them.  [SOURCE: Narrator]",8,298,,,,,298,,572,298,,,,,,,,,,,
16141,1860-12-25,"""The four of them"" - Bon, Henry, <br> Shreve, Quentin - stand at the rail <br> of the steamboat ""in the dark and <br> the cold"" (267) while Henry traveling toward <br> what ""would be like death for him <br> to learn"" (268).  [SOURCE: Narrator, Shreve-Quentin]",8,299,,,,,299,,573,299,,,,,,,,,,,
16142,1860-12-28,"The young men visit Bon's mother, who <br> laughs ""harshly and steadily"" when she hears <br> that Henry's sister is in love with <br> her son (268).  The passage emphasizes how much Quentin and <br> Shreve have ""invented,"" but which is still <br> probably ""true enough"" (268).  [SOURCE: Narrator, Shreve-Quentin, Father]",8,306,,,,,306,,574,306,,,,,,,,,,,
16143,1910-01-14,"The narrator locates the ""four of them"" <br> - Bon, Henry, Shreve, Quentin - simultaneously <br> in New Orleans in 1860 and in <br> Massachusetts in 1910 (268).  [SOURCE: Narrator]",8,630,,,,,630,,575,630,,,,,,,,,,,
16144,1861-01-01,"Bon ""probably"" takes Henry to visit ""the <br> octoroon mistress and the child,"" but Quentin <br> and Shreve disagree with Mr. Compson about <br> how Henry reacted to them (268).  [SOURCE: Narrator, Shreve-Quentin, Father]",8,311,,,,,311,,576,311,,,,,,,,,,,
16145,1909-09-06,"The narrator notes that Quentin did not <br> tell Shreve ""what his [Quentin's] father"" had <br> said about Bon and Henry's ""visit"" to <br> the octoroon (268).  [SOURCE: Narrator]",8,631,,,,,631,,577,631,,,,,,,,,,,
16436,1909-09-06,"The narrator speculates that Quentin may not <br> have been listening when Mr. Compson ""related <br> (recreated?)"" the story of Bon taking Henry <br> to ""visit"" the octoroon (268).  [SOURCE: Narrator]",8,560,,,,,560,,578,560,,,,,,,,,,,
16146,1910-01-14,"According to the narrator, Quentin and Shreve <br> were probably right to believe that Henry <br> envied rather than resented Bon's black mistress; <br> all four young men believe that their <br> ""embattled spirits"" may find ""peace"" through fighting <br> in a war (269).  [SOURCE: Narrator]",8,632,,,,,632,,579,632,,,,,,,,,,,
16147,1860-12-28,"Shreve resumes telling the story.  Bon's mother's laughter at the fact that <br> Judith loves Bon is how ""both"" Henry <br> and Bon ""know"" that Sutpen is their <br> common father (269). [SOURCE: Shreve]",8,,,,307,,307,,580,307,,,,,,,,,,,
16148,1860-09-02,"The lawyer has been watching Bon, and <br> may have written him during the fall <br> about his inaction toward the Sutpens.  [SOURCE: Shreve-Quentin]",8,,,,270,,270,,581,270,,,,,,,,,,,
16149,1861-01-01,The lawyer talks with Henry before talking <br> with Bon.  [SOURCE: Shreve-Quentin],8,,,,312,,312,,582,312,,,,,,,,,,,
16150,1860-01-08,"When during a meeting in his office <br> the lawyer speaks demeaningly of Judith, Bon <br> pulls a pistol on him, then slaps <br> him and offers to duel with any <br> weapon the lawyer chooses.  The lawyer proves his cravenness and no <br> further violence occurs, but in the end <br> Bon realizes the lawyer has ""beaten"" him <br> (271).  [SOURCE: Shreve-Quentin]",8,,,,224,,224,,583,224,,,,,,,,,,,
16151,1862-04-08,"Shreve interrupts his own story to anticipate <br> Bon recuperating after being wounded at Pittsburgh <br> Landing, perhaps then realizing that the lawyer <br> has beaten him.  According to this account, it was then <br> that Bon received the photograph of the <br> ""octoroon"" and ""the child,"" in a letter <br> from her suggesting that the lawyer has <br> murdered Bon's mother and fled (271).  [SOURCE: Shreve]",8,,,,358,,358,,584,358,,,,,,,,,,,
16152,1861-01-09,"Shreve resumes the story with how Bon <br> must have felt, now that he ""knows"" <br> Sutpen is his father (271).  [SOURCE: Shreve-Quentin]",8,,,,324,,324,,585,324,,,,,,,,,,,
16153,1861-01-09,"The story's perspective shifts to Henry, and <br> how, as a ""provincial,"" he must have <br> reacted to the thought of incest (272). <br>  [SOURCE: Shreve-Quentin]",8,,,,325,,325,,586,325,,,,,,,,,,,
16154,1861-01-11,"Henry tells Bon he ""shall not"" marry <br> Judith, and Bon reminds him that he <br> is the ""older brother"" (272).  [SOURCE: Shreve-Quentin]",8,,,,326,,326,,587,326,,,,,,,,,,,
16155,1861-01-16,"""Maybe Boon takes Henry to see the <br> octoroon,"" and afterwards Henry tells Bon he <br> needs more time ""to get used to <br> it"" - presumably incest, though ""it"" might <br> include Bon's relationship with the woman (272). <br>  [SOURCE: Shreve-Quentin]",8,,,,327,,327,,588,327,,,,,,,,,,,
16156,1861-01-16,"While Henry and Bon struggle with their <br> private conflict, the U.S. moves toward war. <br>  ""Lincoln elected"" in November, 1860; ""the Alabama <br> convention"" formed the Confederate States of America <br> in February, 1861; the ""two presidents"" were <br> Lincoln and Jefferson Davis, elected President of <br> the Confederacy in February; ""the news about <br> Charleston"" is the attack on Fort Sumter <br> in April, which commenced the War itself <br> and provoked Lincoln's call for 75,000 volunteers <br> to fight (272).   [SOURCE: Shreve-Quentin]",8,,,,328,,328,,589,328,,,,,,,,,,,
16157,1861-04-01,"Henry and Bon separately decide to enlist <br> in the Confederate army; Bon tells Henry <br> he still intends to marry Judith, and <br> Henry asks again for time ""to get <br> used to it"" (272).  [SOURCE: Shreve-Quentin]",8,,,,330,,330,,590,330,,,,,,,,,,,
16158,1860-12-25,This chronological reference is not compatible with <br> the rest of the novel.  Christmas 1860 and the winter and spring <br> of 1861 have already occurred in all <br> the narratives.  [SOURCE: Shreve-Quentin],8,,,,291,,291,,591,291,,,,,,,,,,,
16159,1861-05-01,"Judith is not aware of what Henry <br> and Bon have learned, and Henry forbids <br> Bon from writing to her.  The young men hear about their classmates <br> forming a Confederate company.  [SOURCE: Shreve-Quentin]",8,,,,332,,332,,592,332,,,,,,,,,,,
16160,1861-05-02,"On the steamboat, amidst others' enthusiasm for <br> the coming war, Henry struggles to accept <br> the idea of incest.  [SOURCE: Shreve-Quentin]",8,,,,333,,333,,593,333,,,,,,,,,,,
16161,1910-01-14,Shreve interrupts his story to cite Quentin's <br> father as a reliable source.  [SOURCE: Narrator],8,633,,,,,633,,594,633,,,,,,,,,,,
16162,1861-05-02,"Henry and Bon join the University Grays. <br>  Henry allows Bon to write Judith, and <br> she sends him ""the picture in the <br> metal case"" (273) [SOURCE: Shreve-Quentin]",8,,,,335,,335,,595,335,,,,,,,,,,,
16163,1861-06-01,"Bon and Henry leave for the front, <br> and ""maybe"" even go into battle for <br> the first time, but the narrative focuses <br> on Henry's moral anguish and Bon's existential <br> indifference to what might happen with Judith <br> (274).  [SOURCE: Shreve-Quentin, Father]",8,,,,343,,343,,596,343,,,,,,,,,,,
16164,1862-03-01,"Bon, ""an officer now,"" and Henry, still <br> a ""private,"" continue to discuss their private <br> conflict while marching and fighting in the <br> army (274).  [SOURCE: Shreve-Quentin]",8,,,,354,,354,,597,354,,,,,,,,,,,
16165,1862-04-07,"On the second day of the Battle <br> of Shiloh, the Confederates have to retreat. <br>  [SOURCE: Shreve-Quentin]",8,,,,356,,356,,598,356,,,,,,,,,,,
